date,prcp(mm/day),petpt(mm/day),petfao56(mm/day),streamflow(ft3/s)
2000-03-14,0.0,1.27,1.57,810.0
2000-03-15,2.04,1.34,1.63,815.0
2000-03-16,3.07,1.08,1.18,810.0
2000-03-17,0.01,0.74,0.65,790.0
2000-03-18,0.0,1.17,1.21,780.0
2000-03-19,0.0,1.58,1.86,775.0
2000-03-20,0.0,1.87,2.08,770.0
2000-03-21,0.0,2.29,2.59,710.0
2000-03-22,0.0,2.41,2.7,683.0
2000-03-23,0.0,2.4,2.59,691.0
2000-03-24,0.0,1.72,1.65,724.0
2000-03-25,0.86,2.46,2.59,764.0
2000-03-26,0.31,2.03,2.0,839.0
2000-03-27,0.0,2.39,2.39,947.0
2000-03-28,8.08,1.63,1.65,1110.0
2000-03-29,3.16,1.29,1.17,1580.0
2000-03-30,1.39,1.25,1.04,2070.0
2000-03-31,0.0,1.8,1.58,2560.0
2000-04-01,0.0,1.88,1.65,2980.0
2000-04-02,1.39,2.35,2.29,3290.0
2000-04-03,1.5,2.66,2.68,3690.0
2000-04-04,12.73,1.34,1.2,4330.0
2000-04-05,0.23,1.5,1.24,5180.0
2000-04-06,0.0,2.36,2.18,5750.0
2000-04-07,0.51,2.44,2.25,6030.0
2000-04-08,10.12,2.21,2.31,6140.0
2000-04-09,12.16,2.44,2.58,6610.0
2000-04-10,0.4,1.23,0.96,7970.0
2000-04-11,2.6,1.9,1.73,8140.0
2000-04-12,5.29,1.33,1.13,8000.0
2000-04-13,0.0,1.91,1.55,7680.0
2000-04-14,0.7,3.21,2.93,7250.0
2000-04-15,16.16,1.69,1.46,7010.0
2000-04-16,1.66,2.05,1.7,7250.0
2000-04-17,0.0,2.2,1.79,6970.0
2000-04-18,0.0,3.48,3.11,6690.0
2000-04-19,1.15,3.05,2.56,6420.0
2000-04-20,0.0,3.23,2.72,6160.0
2000-04-21,0.0,3.61,3.05,5960.0
2000-04-22,10.84,1.46,1.15,5770.0
2000-04-23,33.94,1.21,0.92,5900.0
2000-04-24,12.37,1.26,0.95,7240.0
2000-04-25,0.0,2.86,2.23,8200.0
2000-04-26,0.0,4.29,3.7,8330.0
2000-04-27,3.96,1.95,1.55,8190.0
2000-04-28,0.92,3.12,2.45,7930.0
2000-04-29,1.39,4.36,4.25,7610.0
2000-04-30,0.12,3.43,2.77,7330.0
2000-05-01,4.08,2.97,2.76,7100.0
2000-05-02,0.13,3.35,2.68,6880.0
2000-05-03,0.0,4.77,4.14,6630.0
2000-05-04,0.06,5.75,5.76,6360.0
2000-05-05,0.02,4.88,4.26,6150.0
2000-05-06,3.82,4.69,4.49,5970.0
2000-05-07,5.62,4.24,4.46,5860.0
2000-05-08,2.84,3.65,3.29,5760.0
2000-05-09,9.11,1.57,1.23,5600.0
2000-05-10,7.72,1.98,1.59,5520.0
2000-05-11,19.55,1.56,1.21,5530.0
2000-05-12,0.0,4.41,3.69,5690.0
2000-05-13,5.91,3.66,3.52,5610.0
2000-05-14,4.07,4.55,4.19,5550.0
2000-05-15,0.0,3.91,3.21,5330.0
2000-05-16,0.0,4.68,3.98,5060.0
2000-05-17,0.0,5.46,4.9,4770.0
2000-05-18,19.66,2.87,2.46,4570.0
2000-05-19,0.0,4.09,3.36,4580.0
2000-05-20,0.0,5.5,5.03,4350.0
2000-05-21,0.0,6.03,5.77,4130.0
2000-05-22,0.0,5.85,5.41,3890.0
2000-05-23,0.83,3.54,2.96,3670.0
2000-05-24,17.16,2.51,2.15,3490.0
2000-05-25,7.39,1.72,1.4,3630.0
2000-05-26,3.75,3.3,2.96,3690.0
2000-05-27,1.37,2.64,2.11,3890.0
2000-05-28,0.0,3.29,2.64,3770.0
2000-05-29,0.0,4.24,3.53,3630.0
2000-05-30,0.0,5.85,5.4,3460.0
2000-05-31,0.0,5.76,5.26,3280.0
2000-06-01,0.0,5.3,4.73,3050.0
2000-06-02,10.08,3.2,2.84,2880.0
2000-06-03,5.72,3.75,3.44,2870.0
2000-06-04,0.0,4.64,3.96,2720.0
2000-06-05,0.0,5.41,4.88,2540.0
2000-06-06,0.0,4.92,4.25,2370.0
2000-06-07,1.08,4.48,3.76,2210.0
2000-06-08,5.15,4.29,4.52,2090.0
2000-06-09,0.04,4.62,3.98,1980.0
2000-06-10,0.0,3.33,2.71,1850.0
2000-06-11,0.0,3.99,3.32,1730.0
2000-06-12,0.0,5.2,4.71,1610.0
2000-06-13,0.0,5.73,5.42,1520.0
2000-06-14,0.0,5.53,5.16,1440.0
2000-06-15,0.0,5.27,4.77,1340.0
2000-06-16,0.0,6.07,5.84,1240.0
2000-06-17,0.0,5.29,4.86,1160.0
2000-06-18,0.0,5.01,4.59,1060.0
2000-06-19,0.0,5.59,5.53,982.0
2000-06-20,0.0,5.51,5.26,911.0
2000-06-21,11.13,3.66,3.55,865.0
2000-06-22,3.69,4.01,4.04,905.0
2000-06-23,0.11,4.43,4.02,850.0
2000-06-24,0.0,5.43,5.48,808.0
2000-06-25,22.97,3.52,3.5,795.0
2000-06-26,0.18,5.06,4.9,904.0
2000-06-27,5.41,3.56,3.54,860.0
2000-06-28,0.0,4.61,4.37,824.0
2000-06-29,8.99,3.26,3.24,785.0
2000-06-30,7.42,2.18,1.99,793.0
2000-07-01,0.0,4.68,4.44,784.0
2000-07-02,1.6,4.72,4.67,752.0
2000-07-03,6.47,3.24,3.22,722.0
2000-07-04,11.18,3.66,3.79,705.0
2000-07-05,7.78,2.1,1.89,704.0
2000-07-06,0.0,4.38,4.07,689.0
2000-07-07,5.99,2.55,2.37,676.0
2000-07-08,7.97,2.35,2.13,690.0
2000-07-09,3.55,4.02,4.26,687.0
2000-07-10,6.45,1.89,1.7,675.0
2000-07-11,1.44,2.3,1.94,680.0
2000-07-12,0.0,5.01,5.01,666.0
2000-07-13,0.0,5.17,5.17,648.0
2000-07-14,0.0,5.22,5.24,629.0
2000-07-15,0.11,4.77,4.58,623.0
2000-07-16,0.53,4.67,4.49,585.0
2000-07-17,1.78,3.26,2.94,563.0
2000-07-18,18.52,2.28,2.08,577.0
2000-07-19,0.02,3.0,2.56,625.0
2000-07-20,0.0,4.56,4.39,579.0
2000-07-21,4.28,3.72,4.06,556.0
2000-07-22,25.96,3.23,3.15,557.0
2000-07-23,4.13,2.92,2.78,682.0
2000-07-24,0.0,4.97,5.09,691.0
2000-07-25,0.0,5.05,5.15,689.0
2000-07-26,0.0,4.94,4.94,690.0
2000-07-27,0.0,4.6,4.45,683.0
2000-07-28,0.0,4.21,3.94,662.0
2000-07-29,0.0,4.67,4.61,635.0
2000-07-30,0.0,4.0,3.74,614.0
2000-07-31,0.0,4.68,4.76,590.0
2000-08-01,0.29,4.59,4.72,567.0
2000-08-02,5.03,2.76,2.71,544.0
2000-08-03,6.61,3.15,3.23,525.0
2000-08-04,0.0,3.13,2.83,508.0
2000-08-05,0.0,4.23,4.22,479.0
2000-08-06,0.0,4.45,4.77,455.0
2000-08-07,1.45,2.82,2.56,439.0
2000-08-08,10.25,2.93,3.03,427.0
2000-08-09,13.4,2.02,1.92,421.0
2000-08-10,0.17,2.14,1.88,447.0
2000-08-11,0.0,4.08,4.2,411.0
2000-08-12,0.0,4.18,4.48,398.0
2000-08-13,0.0,4.13,4.49,384.0
2000-08-14,0.0,3.8,3.84,369.0
2000-08-15,3.34,2.68,2.77,359.0
2000-08-16,14.32,2.33,2.33,366.0
2000-08-17,6.67,1.84,1.75,401.0
2000-08-18,0.0,3.37,3.36,395.0
2000-08-19,2.15,3.17,3.31,368.0
2000-08-20,11.48,2.2,2.21,362.0
2000-08-21,0.0,3.15,3.11,374.0
2000-08-22,0.0,3.53,3.96,356.0
2000-08-23,15.43,2.73,3.16,344.0
2000-08-24,8.72,2.23,2.3,393.0
2000-08-25,0.0,3.35,3.46,382.0
2000-08-26,0.3,3.64,4.03,367.0
2000-08-27,0.02,2.67,2.59,351.0
2000-08-28,0.0,3.14,3.55,329.0
2000-08-29,0.0,3.3,4.17,316.0
2000-08-30,4.59,2.66,3.37,309.0
2000-08-31,0.0,3.17,3.53,296.0
2000-09-01,0.0,3.15,3.51,284.0
2000-09-02,0.0,2.47,2.54,269.0
2000-09-03,0.0,2.67,2.89,257.0
2000-09-04,0.0,2.37,2.44,244.0
2000-09-05,0.0,2.22,2.33,226.0
2000-09-06,0.0,2.45,2.99,216.0
2000-09-07,0.0,2.67,3.45,209.0
2000-09-08,0.0,2.73,3.32,201.0
2000-09-09,0.0,2.42,2.75,189.0
2000-09-10,0.0,2.54,3.4,181.0
2000-09-11,0.0,2.55,3.22,176.0
2000-09-12,2.09,1.98,2.26,174.0
2000-09-13,3.87,1.71,1.91,169.0
2000-09-14,0.0,2.04,2.32,162.0
2000-09-15,8.39,1.39,1.54,162.0
2000-09-16,0.0,1.46,1.47,167.0
2000-09-17,2.4,1.17,1.2,159.0
2000-09-18,0.0,1.85,2.14,152.0
2000-09-19,0.0,2.3,3.36,148.0
2000-09-20,0.0,2.21,2.86,142.0
2000-09-21,4.5,1.56,1.95,140.0
2000-09-22,0.0,1.47,1.62,130.0
2000-09-23,14.72,1.21,1.44,122.0
2000-09-24,9.55,1.23,1.48,147.0
2000-09-25,0.0,1.44,1.78,147.0
2000-09-26,0.0,1.46,2.11,138.0
2000-09-27,0.0,1.55,2.48,131.0
2000-09-28,0.0,1.16,1.38,119.0
2000-09-29,0.0,1.24,1.86,113.0
2000-09-30,0.0,1.48,2.76,111.0
2000-10-01,0.0,1.62,2.65,107.0
2000-10-02,0.0,1.52,2.41,104.0
2000-10-03,0.0,1.48,2.31,104.0
2000-10-04,0.0,1.29,2.09,97.0
2000-10-05,0.0,1.06,1.45,93.0
2000-10-06,5.1,0.69,0.81,93.0
2000-10-07,4.43,0.54,0.62,99.0
2000-10-08,5.91,0.66,0.75,100.0
2000-10-09,7.45,0.67,0.76,99.0
2000-10-10,10.69,0.37,0.41,128.0
2000-10-11,4.21,0.71,0.81,170.0
2000-10-12,0.0,0.97,1.9,179.0
2000-10-13,1.59,0.96,1.84,171.0
2000-10-14,6.24,0.86,1.58,174.0
2000-10-15,0.0,0.77,1.05,189.0
2000-10-16,0.0,0.67,1.21,188.0
2000-10-17,0.0,0.65,1.25,184.0
2000-10-18,10.37,0.63,1.21,186.0
2000-10-19,3.5,0.67,0.9,207.0
2000-10-20,0.0,0.75,1.5,211.0
2000-10-21,1.2,0.75,1.55,215.0
2000-10-22,0.0,0.61,0.93,205.0
2000-10-23,0.0,0.54,1.46,207.0
2000-10-24,0.0,0.58,1.42,206.0
2000-10-25,0.0,0.59,1.6,203.0
2000-10-26,0.0,0.56,1.96,203.0
2000-10-27,0.0,0.59,1.94,204.0
2000-10-28,10.63,0.48,0.72,201.0
2000-10-29,13.27,0.28,0.39,211.0
2000-10-30,0.0,0.45,0.72,234.0
2000-10-31,0.0,0.46,0.55,239.0
2000-11-01,0.0,0.46,0.79,249.0
2000-11-02,0.0,0.41,1.24,264.0
2000-11-03,0.0,0.34,1.31,283.0
2000-11-04,0.0,0.37,0.93,298.0
2000-11-05,4.61,0.42,0.61,311.0
2000-11-06,3.88,0.34,0.5,359.0
2000-11-07,0.0,0.45,0.64,396.0
2000-11-08,0.0,0.46,0.6,419.0
2000-11-09,0.0,0.43,0.77,440.0
2000-11-10,0.0,0.4,0.66,459.0
2000-11-11,0.0,0.4,0.69,465.0
2000-11-12,0.0,0.31,0.4,461.0
2000-11-13,3.18,0.26,0.4,470.0
2000-11-14,11.03,0.31,0.48,489.0
2000-11-15,19.69,0.23,0.36,699.0
2000-11-16,0.0,0.34,0.42,856.0
2000-11-17,0.0,0.25,0.57,878.0
2000-11-18,0.0,0.26,0.4,907.0
2000-11-19,0.0,0.21,0.44,942.0
2000-11-20,1.31,0.14,0.56,964.0
2000-11-21,1.73,0.24,0.4,976.0
2000-11-22,0.4,0.19,0.4,976.0
2000-11-23,0.0,0.18,0.32,970.0
2000-11-24,0.0,0.12,0.3,952.0
2000-11-25,0.0,0.02,0.47,926.0
2000-11-26,5.62,0.07,0.63,914.0
2000-11-27,7.17,0.19,0.47,916.0
2000-11-28,2.08,0.15,0.19,941.0
2000-11-29,2.23,0.19,0.25,941.0
2000-11-30,0.17,0.22,0.27,929.0
2000-12-01,0.0,0.19,0.28,907.0
2000-12-02,0.0,0.18,0.23,884.0
2000-12-03,0.0,-0.01,0.41,830.0
2000-12-04,0.0,-0.02,0.45,814.0
2000-12-05,0.02,-0.05,0.54,791.0
2000-12-06,0.45,0.04,0.3,750.0
2000-12-07,1.18,-0.0,0.35,702.0
2000-12-08,0.0,0.0,0.24,642.0
2000-12-09,0.0,0.01,0.19,613.0
2000-12-10,0.37,-0.03,0.47,591.0
2000-12-11,8.43,0.01,0.66,577.0
2000-12-12,13.26,0.05,0.57,557.0
2000-12-13,0.0,-0.02,0.31,537.0
2000-12-14,15.62,0.03,0.39,524.0
2000-12-15,0.03,0.0,0.31,517.0
2000-12-16,4.04,-0.06,0.61,505.0
2000-12-17,29.9,-0.07,1.31,498.0
2000-12-18,8.23,0.06,0.53,543.0
2000-12-19,7.23,0.07,0.4,671.0
2000-12-20,12.53,0.13,0.22,814.0
2000-12-21,0.0,0.04,0.27,958.0
2000-12-22,0.0,-0.04,0.36,1120.0
2000-12-23,0.0,0.01,0.27,1250.0
2000-12-24,0.0,-0.0,0.26,1400.0
2000-12-25,0.0,0.04,0.19,1490.0
2000-12-26,0.6,0.04,0.2,1540.0
2000-12-27,0.0,0.05,0.24,1530.0
2000-12-28,0.0,0.02,0.37,1510.0
2000-12-29,0.0,0.09,0.36,1490.0
2000-12-30,10.53,0.16,0.4,1460.0
2000-12-31,6.02,0.16,0.35,1440.0
2001-01-01,1.51,0.16,0.31,1430.0
2001-01-02,0.0,0.14,0.24,1400.0
2001-01-03,0.0,0.05,0.33,1360.0
2001-01-04,0.0,0.03,0.41,1290.0
2001-01-05,0.63,0.05,0.32,1250.0
2001-01-06,1.32,0.02,0.47,1210.0
2001-01-07,0.0,0.14,0.38,1160.0
2001-01-08,0.0,0.05,0.42,1110.0
2001-01-09,0.13,0.14,0.29,1070.0
2001-01-10,0.12,0.1,0.29,1030.0
2001-01-11,1.02,0.04,0.38,988.0
2001-01-12,0.0,0.08,0.32,949.0
2001-01-13,0.0,0.0,0.57,910.0
2001-01-14,0.0,0.04,0.51,873.0
2001-01-15,1.41,0.05,0.41,838.0
2001-01-16,2.66,0.11,0.52,815.0
2001-01-17,0.0,0.15,0.32,793.0
2001-01-18,0.0,0.04,0.41,765.0
2001-01-19,1.26,0.04,0.58,741.0
2001-01-20,0.0,0.06,0.41,717.0
2001-01-21,0.0,0.05,0.44,692.0
2001-01-22,0.0,0.06,0.46,665.0
2001-01-23,0.0,0.03,0.81,644.0
2001-01-24,0.85,0.11,0.67,627.0
2001-01-25,0.0,0.12,0.49,615.0
2001-01-26,0.0,0.09,0.65,597.0
2001-01-27,0.04,0.1,0.61,580.0
2001-01-28,0.0,0.14,0.5,571.0
2001-01-29,0.0,0.09,0.66,551.0
2001-01-30,4.05,0.16,0.82,538.0
2001-01-31,2.46,0.16,0.23,531.0
2001-02-01,1.83,0.23,0.34,516.0
2001-02-02,1.59,0.19,0.54,501.0
2001-02-03,0.0,0.23,0.49,490.0
2001-02-04,0.0,0.17,0.5,480.0
2001-02-05,11.89,0.2,0.67,469.0
2001-02-06,10.93,0.27,0.51,462.0
2001-02-07,0.0,0.33,0.39,459.0
2001-02-08,0.0,0.29,0.55,455.0
2001-02-09,14.54,0.24,1.01,451.0
2001-02-10,4.56,0.29,1.22,500.0
2001-02-11,0.0,0.19,0.25,479.0
2001-02-12,0.0,0.22,0.53,453.0
2001-02-13,0.0,0.29,0.67,438.0
2001-02-14,5.27,0.29,0.65,431.0
2001-02-15,0.0,0.35,0.59,422.0
2001-02-16,0.0,0.31,0.9,440.0
2001-02-17,0.0,0.34,0.73,429.0
2001-02-18,0.0,0.28,0.56,423.0
2001-02-19,0.02,0.37,0.82,420.0
2001-02-20,5.82,0.53,0.93,420.0
2001-02-21,0.0,0.46,0.69,413.0
2001-02-22,0.0,0.26,0.38,450.0
2001-02-23,2.74,0.34,0.66,428.0
2001-02-24,0.0,0.35,0.43,426.0
2001-02-25,7.34,0.38,0.8,417.0
2001-02-26,6.13,0.52,1.0,422.0
2001-02-27,0.0,0.49,0.66,419.0
2001-02-28,0.0,0.36,0.45,409.0
2001-03-01,0.0,0.32,0.43,402.0
2001-03-02,0.0,0.36,0.57,395.0
2001-03-03,0.0,0.44,0.75,384.0
2001-03-04,0.0,0.6,1.1,375.0
2001-03-05,0.0,0.71,1.13,372.0
2001-03-06,0.0,0.71,0.81,366.0
2001-03-07,0.0,0.8,0.92,360.0
2001-03-08,0.0,0.99,1.64,349.0
2001-03-09,0.0,0.87,1.22,336.0
2001-03-10,0.22,0.9,1.14,325.0
2001-03-11,0.3,0.86,0.97,317.0
2001-03-12,0.0,0.77,0.86,309.0
2001-03-13,14.14,0.65,0.77,318.0
2001-03-14,6.6,0.73,0.8,333.0
2001-03-15,0.0,0.79,0.74,339.0
2001-03-16,0.0,0.99,1.06,338.0
2001-03-17,0.0,1.17,1.34,330.0
2001-03-18,0.67,1.16,1.24,325.0
2001-03-19,0.0,1.24,1.26,318.0
2001-03-20,0.0,1.61,1.97,315.0
2001-03-21,0.0,1.85,2.37,313.0
2001-03-22,2.13,1.22,1.28,308.0
2001-03-23,8.14,0.6,0.54,306.0
2001-03-24,4.59,0.73,0.66,360.0
2001-03-25,0.0,0.97,0.86,382.0
2001-03-26,0.0,1.27,1.31,360.0
2001-03-27,3.14,1.15,1.17,355.0
2001-03-28,3.41,1.03,0.99,352.0
2001-03-29,0.0,1.85,1.99,343.0
2001-03-30,0.5,1.91,2.03,328.0
2001-03-31,13.64,1.04,0.97,320.0
2001-04-01,2.74,1.08,0.99,385.0
2001-04-02,2.19,1.12,0.98,382.0
2001-04-03,0.22,1.59,1.35,378.0
2001-04-04,0.0,2.64,2.69,377.0
2001-04-05,0.0,2.35,2.23,375.0
2001-04-06,0.0,2.0,1.83,370.0
2001-04-07,0.0,2.57,2.54,368.0
2001-04-08,3.19,1.67,1.53,365.0
2001-04-09,2.19,1.63,1.39,360.0
2001-04-10,0.0,1.99,1.66,350.0
2001-04-11,0.0,2.88,2.72,397.0
2001-04-12,10.85,2.05,2.12,449.0
2001-04-13,5.91,1.51,1.31,555.0
2001-04-14,0.1,1.52,1.2,662.0
2001-04-15,0.0,1.82,1.46,783.0
2001-04-16,0.0,2.15,1.76,890.0
2001-04-17,0.0,2.39,1.99,1070.0
2001-04-18,0.0,2.36,1.98,1250.0
2001-04-19,0.0,2.64,2.24,1420.0
2001-04-20,0.0,3.62,3.41,1610.0
2001-04-21,0.0,4.17,4.2,1920.0
2001-04-22,2.07,3.04,2.8,2450.0
2001-04-23,0.0,3.37,3.05,3300.0
2001-04-24,3.75,3.45,4.08,4320.0
2001-04-25,0.0,2.96,2.54,5940.0
2001-04-26,0.0,4.05,4.03,6740.0
2001-04-27,0.0,3.82,3.61,7250.0
2001-04-28,0.0,2.83,2.37,7360.0
2001-04-29,0.0,3.18,2.75,7270.0
2001-04-30,0.0,4.25,4.1,7120.0
2001-05-01,0.0,5.11,5.55,7070.0
2001-05-02,0.0,5.57,6.45,7160.0
2001-05-03,0.0,5.7,6.64,7420.0
2001-05-04,0.0,3.58,3.26,7500.0
2001-05-05,0.0,2.69,2.25,7210.0
2001-05-06,0.0,4.53,4.67,6790.0
2001-05-07,0.0,5.09,5.68,6340.0
2001-05-08,0.0,5.53,6.64,5920.0
2001-05-09,0.0,5.37,6.19,5510.0
2001-05-10,0.0,5.19,5.9,5090.0
2001-05-11,0.0,5.45,6.5,4690.0
2001-05-12,6.89,3.84,4.62,4320.0
2001-05-13,0.0,2.82,2.49,3990.0
2001-05-14,6.09,2.5,2.38,3680.0
2001-05-15,4.1,2.34,2.19,3460.0
2001-05-16,0.0,2.25,1.89,3260.0
2001-05-17,0.0,3.45,3.27,3040.0
2001-05-18,0.0,4.3,4.59,2830.0
2001-05-19,1.94,3.16,3.02,2630.0
2001-05-20,0.0,5.05,5.73,2430.0
2001-05-21,0.34,4.67,5.12,2270.0
2001-05-22,0.0,5.29,6.22,2110.0
2001-05-23,0.0,5.1,5.93,1970.0
2001-05-24,0.0,4.61,5.04,1830.0
2001-05-25,0.0,5.28,6.3,1710.0
2001-05-26,0.0,5.33,6.43,1600.0
2001-05-27,0.06,4.82,5.58,1500.0
2001-05-28,9.29,2.87,2.98,1410.0
2001-05-29,9.7,2.42,2.35,1370.0
2001-05-30,3.63,1.79,1.65,1270.0
2001-05-31,10.83,2.01,1.85,1180.0
2001-06-01,0.0,4.43,4.76,1140.0
2001-06-02,12.35,1.58,1.43,1110.0
2001-06-03,19.74,1.91,1.74,1190.0
2001-06-04,7.33,1.42,1.3,1540.0
2001-06-05,5.41,2.06,1.89,1680.0
2001-06-06,2.88,2.68,2.51,1820.0
2001-06-07,0.0,4.41,4.23,1890.0
2001-06-08,0.0,4.44,4.28,1920.0
2001-06-09,3.24,3.55,3.64,1890.0
2001-06-10,0.02,4.39,4.1,1850.0
2001-06-11,6.19,4.21,5.04,1800.0
2001-06-12,0.0,4.5,4.34,1750.0
2001-06-13,0.0,5.03,5.15,1660.0
2001-06-14,0.0,5.29,5.74,1580.0
2001-06-15,0.0,5.74,6.55,1510.0
2001-06-16,10.14,4.13,4.46,1440.0
2001-06-17,10.81,2.3,2.2,1390.0
2001-06-18,0.0,4.02,3.7,1350.0
2001-06-19,0.6,5.04,5.23,1290.0
2001-06-20,0.0,4.32,4.01,1210.0
2001-06-21,0.0,4.8,4.77,1120.0
2001-06-22,0.01,4.12,3.76,1060.0
2001-06-23,13.16,3.89,4.02,1030.0
2001-06-24,7.84,3.53,3.25,1050.0
2001-06-25,0.0,5.44,5.49,1020.0
2001-06-26,0.0,5.74,6.15,963.0
2001-06-27,0.0,5.65,5.83,911.0
2001-06-28,0.0,4.48,4.14,825.0
2001-06-29,3.44,3.87,3.94,783.0
2001-06-30,10.8,4.04,4.36,762.0
2001-07-01,7.14,3.4,3.37,771.0
2001-07-02,0.0,3.7,3.27,764.0
2001-07-03,0.0,4.69,4.61,700.0
2001-07-04,3.55,3.55,3.62,657.0
2001-07-05,8.0,3.43,3.49,632.0
2001-07-06,0.57,3.48,3.14,602.0
2001-07-07,2.15,4.18,4.09,557.0
2001-07-08,2.51,3.26,3.05,531.0
2001-07-09,7.99,3.27,3.19,512.0
2001-07-10,6.46,2.41,2.25,498.0
2001-07-11,8.57,2.9,2.77,496.0
2001-07-12,7.4,2.67,2.5,491.0
2001-07-13,2.13,2.96,2.68,479.0
2001-07-14,2.38,3.49,3.28,456.0
2001-07-15,7.53,3.34,3.24,465.0
2001-07-16,13.99,2.71,2.5,465.0
2001-07-17,18.61,2.22,2.01,559.0
2001-07-18,5.97,3.92,3.95,848.0
2001-07-19,0.0,5.24,5.4,740.0
2001-07-20,0.0,5.38,5.7,714.0
2001-07-21,0.0,5.31,5.47,705.0
2001-07-22,13.54,3.38,3.38,700.0
2001-07-23,0.0,5.08,5.0,754.0
2001-07-24,8.3,3.37,3.4,767.0
2001-07-25,0.0,3.96,3.61,735.0
2001-07-26,0.0,3.73,3.34,688.0
2001-07-27,0.0,4.15,3.89,644.0
2001-07-28,1.46,3.97,3.93,620.0
2001-07-29,0.0,4.75,4.88,602.0
2001-07-30,0.0,4.91,5.25,572.0
2001-07-31,0.0,4.94,5.28,539.0
2001-08-01,0.0,5.02,5.62,511.0
2001-08-02,0.0,5.13,5.61,492.0
2001-08-03,0.0,4.08,3.93,460.0
2001-08-04,0.0,4.55,4.71,435.0
2001-08-05,0.0,4.84,5.53,414.0
2001-08-06,0.33,5.01,5.58,393.0
2001-08-07,0.0,4.34,4.41,366.0
2001-08-08,0.0,4.47,4.84,331.0
2001-08-09,0.0,4.8,5.52,315.0
2001-08-10,0.19,4.13,4.28,302.0
2001-08-11,0.0,3.84,4.0,274.0
2001-08-12,0.8,4.1,4.9,260.0
2001-08-13,6.05,3.34,4.15,250.0
2001-08-14,0.0,3.69,3.98,236.0
2001-08-15,0.0,4.0,4.82,222.0
2001-08-16,0.0,4.08,4.92,217.0
2001-08-17,0.51,2.5,2.47,208.0
2001-08-18,2.9,2.79,3.01,202.0
2001-08-19,0.0,3.22,3.38,186.0
2001-08-20,7.99,2.08,2.22,174.0
2001-08-21,6.29,1.68,1.74,188.0
2001-08-22,0.69,2.76,2.85,187.0
2001-08-23,2.21,3.03,3.56,183.0
2001-08-24,0.0,2.63,2.69,169.0
2001-08-25,0.0,3.23,3.93,158.0
2001-08-26,8.75,2.78,3.97,153.0
2001-08-27,5.42,1.74,1.85,160.0
2001-08-28,6.44,2.46,2.97,150.0
2001-08-29,0.09,2.33,2.36,142.0
2001-08-30,0.0,3.0,3.62,132.0
2001-08-31,33.23,2.68,3.77,133.0
2001-09-01,10.41,1.7,1.82,217.0
2001-09-02,0.0,2.61,2.95,210.0
2001-09-03,0.0,2.89,3.57,184.0
2001-09-04,9.75,1.85,2.09,179.0
2001-09-05,0.0,2.14,2.22,171.0
2001-09-06,0.0,2.67,3.44,164.0
2001-09-07,0.0,3.03,4.03,160.0
2001-09-08,0.0,3.17,4.22,153.0
2001-09-09,0.0,3.05,3.69,149.0
2001-09-10,5.43,2.41,3.2,146.0
2001-09-11,0.03,1.93,2.02,145.0
2001-09-12,0.0,2.22,2.6,133.0
2001-09-13,0.0,2.3,2.76,130.0
2001-09-14,0.0,2.0,2.33,118.0
2001-09-15,0.0,2.0,2.46,111.0
2001-09-16,0.73,2.2,2.83,107.0
2001-09-17,0.0,2.35,3.23,101.0
2001-09-18,0.0,1.98,2.38,95.0
2001-09-19,0.0,1.93,2.74,89.0
2001-09-20,1.79,1.75,2.32,88.0
2001-09-21,7.27,1.3,1.53,93.0
2001-09-22,7.99,1.36,1.61,101.0
2001-09-23,0.0,1.8,2.14,119.0
2001-09-24,0.0,2.0,2.65,118.0
2001-09-25,33.76,1.22,1.42,121.0
2001-09-26,12.51,1.54,2.04,280.0
2001-09-27,6.09,0.93,1.06,272.0
2001-09-28,0.0,1.37,1.67,269.0
2001-09-29,0.0,1.37,1.82,273.0
2001-09-30,0.0,1.44,2.42,275.0
2001-10-01,0.0,1.52,2.81,275.0
2001-10-02,0.0,1.5,2.43,272.0
2001-10-03,2.37,1.14,1.65,267.0
2001-10-04,0.0,1.52,2.65,269.0
2001-10-05,3.59,0.91,1.1,264.0
2001-10-06,6.96,1.07,1.52,273.0
2001-10-07,0.0,1.08,1.56,268.0
2001-10-08,2.64,0.9,1.41,259.0
2001-10-09,0.2,1.0,1.67,251.0
2001-10-10,0.0,1.08,1.71,245.0
2001-10-11,0.0,1.25,2.53,240.0
2001-10-12,0.0,1.16,1.86,233.0
2001-10-13,0.0,1.08,1.67,227.0
2001-10-14,0.0,1.06,1.81,226.0
2001-10-15,5.76,0.85,1.16,222.0
2001-10-16,13.72,0.88,1.63,217.0
2001-10-17,13.36,0.82,1.31,271.0
2001-10-18,0.0,0.7,0.88,317.0
2001-10-19,0.0,0.72,1.34,282.0
2001-10-20,4.09,0.69,1.02,281.0
2001-10-21,5.75,0.72,1.62,288.0
2001-10-22,2.65,0.64,0.96,319.0
2001-10-23,8.91,0.6,1.22,323.0
2001-10-24,1.86,0.67,1.79,373.0
2001-10-25,9.76,0.68,1.02,385.0
2001-10-26,2.92,0.6,1.0,459.0
2001-10-27,0.57,0.55,0.89,469.0
2001-10-28,0.0,0.49,0.74,471.0
2001-10-29,0.0,0.46,0.98,483.0
2001-10-30,0.0,0.46,0.64,474.0
2001-10-31,0.0,0.41,0.68,477.0
2001-11-01,0.34,0.42,0.95,481.0
