time,prcp(mm/h),pet(mm/h),flow(m^3/s)
2002-09-18 21:00:00,0.0,4.384,8.042541331911112
2002-09-19 06:00:00,0.0,2.6388,7.519104142044444
2002-09-19 15:00:00,0.0,12.4232,7.137136439111111
2002-09-20 00:00:00,0.0004,2.9499,6.790536107911112
2002-09-20 09:00:00,0.0,4.3425,6.469871966933334
2002-09-20 18:00:00,0.0,7.5575,6.359054260977779
2002-09-21 03:00:00,0.0009,2.8701,6.205795503111111
2002-09-21 12:00:00,0.0005,10.7998,6.139776497422223
2002-09-21 21:00:00,0.0,1.0774,6.125629578133334
2002-09-22 06:00:00,0.0,0.0952,6.064326016177778
2002-09-22 15:00:00,0.0,10.4728,6.097335592533333
2002-09-23 00:00:00,0.0004,0.0314,6.045463506133333
2002-09-23 09:00:00,0.0,4.4826,5.979444353422221
2002-09-23 18:00:00,0.0,5.6887,5.988875681955554
2002-09-24 03:00:00,0.0,0.5178,5.9558661056
2002-09-24 12:00:00,0.0,10.2715,5.958223900977778
2002-09-24 21:00:00,0.0,2.3313,5.899278281422222
2002-09-25 06:00:00,0.0,1.6761,5.835617071111112
2002-09-25 15:00:00,0.0,11.3495,5.800249699377778
2002-09-26 00:00:00,0.0004,3.8642,5.790818370844445
2002-09-26 09:00:00,0.0,3.7556,5.762524385244445
2002-09-26 18:00:00,0.0,5.527,5.696505379555556
2002-09-27 03:00:00,0.0,1.649,5.705936708088889
2002-09-27 12:00:00,0.0,8.9883,5.705936708088889
2002-09-27 21:00:00,0.0,3.1415,5.7153678896
2002-09-28 06:00:00,0.0,1.1709,5.665853598577778
2002-09-28 15:00:00,0.007,5.6198,5.696505379555556
2002-09-29 00:00:00,0.0218,0.0976,5.781387042311112
2002-09-29 09:00:00,0.0114,1.5426,5.753093203733333
2002-09-29 18:00:00,0.0,3.4555,5.807323085511111
2002-09-30 03:00:00,0.0,0.1299,5.828543537955556
2002-09-30 12:00:00,0.0255,7.0278,5.892204895288888
2002-09-30 21:00:00,0.0,1.1671,5.920498733866667
2002-10-01 06:00:00,0.0,0.1809,5.962939638755556
2002-10-01 15:00:00,0.0,8.9996,5.970013024888889
2002-10-02 00:00:00,0.0004,1.392,5.885131362133334
2002-10-02 09:00:00,0.0,3.0026,5.892204895288888
2002-10-02 18:00:00,0.0,5.7672,5.892204895288888
2002-10-03 03:00:00,0.0,1.3681,5.856837523555557
2002-10-03 12:00:00,0.0004,5.8257,5.814396618666666
2002-10-03 21:00:00,0.0089,0.227,5.828543537955556
2002-10-04 06:00:00,0.0005,0.0404,5.885131362133334
2002-10-04 15:00:00,0.0004,8.5096,5.948792572444445
2002-10-05 00:00:00,0.0,1.1542,5.9558661056
2002-10-05 09:00:00,0.0,3.0213,5.948792572444445
2002-10-05 18:00:00,0.0,4.6034,5.962939638755556
2002-10-06 03:00:00,0.0,1.1036,5.885131362133334
2002-10-06 12:00:00,0.0004,9.012,5.821470151822222
2002-10-06 21:00:00,0.0,3.7774,5.814396618666666
2002-10-07 06:00:00,0.0004,2.018,5.680000517866667
2002-10-07 15:00:00,0.0,11.7955,5.6894318464
2002-10-08 00:00:00,0.0,3.1404,5.672927131733333
2002-10-08 09:00:00,0.0,4.1842,5.6092657744
2002-10-08 18:00:00,0.0,7.0485,5.5314576448
2002-10-09 03:00:00,0.0,2.0604,5.496090273066668
2002-10-09 12:00:00,0.0,8.969,5.517310578488889
2002-10-09 21:00:00,0.0,1.1924,5.474869820622222
2002-10-10 06:00:00,0.0,0.0064,5.453649368177778
2002-10-10 15:00:00,0.0,8.3899,5.496090273066668
2002-10-11 00:00:00,0.0,1.4701,5.474869820622222
2002-10-11 09:00:00,0.0,2.9938,5.453649368177778
2002-10-11 18:00:00,0.0,6.205,5.394703748622222
2002-10-12 03:00:00,0.0,2.6923,5.366409910044444
2002-10-12 12:00:00,0.0,9.0351,5.422997587200001
2002-10-12 21:00:00,0.0,0.6087,5.432428915733334
2002-10-13 06:00:00,0.0009,0.18,5.439502448888889
2002-10-13 15:00:00,0.0,8.9202,5.439502448888889
2002-10-14 00:00:00,0.0,0.6731,5.453649368177778
2002-10-14 09:00:00,0.0,1.7937,5.481943206755557
2002-10-14 18:00:00,0.0,4.5871,5.439502448888889
2002-10-15 03:00:00,0.0,0.0454,5.432428915733334
2002-10-15 12:00:00,0.0,8.3426,5.453649368177778
2002-10-15 21:00:00,0.0,0.491,5.432428915733334
2002-10-16 06:00:00,0.0021,0.0394,5.422997587200001
2002-10-16 15:00:00,0.0001,6.8153,5.453649368177778
2002-10-17 00:00:00,0.0134,0.0177,5.453649368177778
2002-10-17 09:00:00,0.0,2.5482,5.432428915733334
2002-10-17 18:00:00,0.0013,2.3293,5.422997587200001
2002-10-18 03:00:00,0.0018,0.0009,5.460722901333333
2002-10-18 12:00:00,0.0005,5.7554,5.474869820622222
2002-10-18 21:00:00,0.0001,0.2425,5.489016739911111
2002-10-19 06:00:00,0.0008,0.0033,5.496090273066668
2002-10-19 15:00:00,0.0162,3.9869,5.510237192355556
2002-10-20 00:00:00,0.0079,0.0086,5.517310578488889
2002-10-20 09:00:00,0.0007,1.5238,5.538531030933334
2002-10-20 18:00:00,0.0,3.0589,5.538531030933334
2002-10-21 03:00:00,0.0,0.2313,5.538531030933334
2002-10-21 12:00:00,0.0,6.116,5.588045468977778
2002-10-21 21:00:00,0.0,0.6615,5.524384111644444
2002-10-22 06:00:00,0.0012,0.0266,5.5314576448
2002-10-22 15:00:00,0.0021,4.9627,5.545604564088888
2002-10-23 00:00:00,0.0307,0.0021,5.524384111644444
2002-10-23 09:00:00,0.0042,2.1974,5.545604564088888
2002-10-23 18:00:00,0.0033,0.9477,5.524384111644444
2002-10-24 03:00:00,0.0128,0.0073,5.559751483377778
2002-10-24 12:00:00,0.0032,3.4609,5.588045468977778
2002-10-24 21:00:00,0.0001,0.1097,5.623412840711112
2002-10-25 06:00:00,0.0004,0.0135,5.630486226844445
2002-10-25 15:00:00,0.009,5.0798,5.680000517866667
2002-10-26 00:00:00,0.0,0.0064,5.687074051022222
2002-10-26 09:00:00,0.0003,1.7706,5.696505379555556
2002-10-26 18:00:00,0.0,2.9613,5.687074051022222
2002-10-27 03:00:00,0.0,0.374,5.680000517866667
2002-10-27 12:00:00,0.0,5.4376,5.658780212444444
2002-10-27 21:00:00,0.0,1.1717,5.6092657744
2002-10-28 06:00:00,0.0,0.122,5.6092657744
2002-10-28 15:00:00,0.0,6.6708,5.602192388266666
2002-10-29 00:00:00,0.0,0.7429,5.588045468977778
2002-10-29 09:00:00,0.0,1.759,5.5668250165333335
2002-10-29 18:00:00,0.0,2.1492,5.545604564088888
2002-10-30 03:00:00,0.0004,0.0013,5.545604564088888
2002-10-30 12:00:00,0.0,5.6878,5.538531030933334
2002-10-30 21:00:00,0.0,0.9441,5.510237192355556
2002-10-31 06:00:00,0.0,0.4702,5.467796287466666
2002-10-31 15:00:00,0.0,6.5229,5.460722901333333
2002-11-01 00:00:00,0.0,1.7115,5.496090273066668
2002-11-01 09:00:00,0.0,2.3526,5.467796287466666
2002-11-01 18:00:00,0.0,3.0706,5.467796287466666
2002-11-02 03:00:00,0.0,0.3987,5.5031636592
2002-11-02 12:00:00,0.0,8.4567,5.489016739911111
2002-11-02 21:00:00,0.0,0.9224,5.481943206755557
2002-11-03 06:00:00,0.0,0.8731,5.496090273066668
2002-11-03 15:00:00,0.0009,6.3288,5.496090273066668
2002-11-04 00:00:00,0.0,0.7883,5.489016739911111
2002-11-04 09:00:00,0.0006,0.8272,5.524384111644444
2002-11-04 18:00:00,0.0,1.7571,5.496090273066668
2002-11-05 03:00:00,0.0004,0.2329,5.5031636592
2002-11-05 12:00:00,0.0,6.936,5.538531030933334
2002-11-05 21:00:00,0.0,0.6174,5.5314576448
2002-11-06 06:00:00,0.0,1.2306,5.5031636592
2002-11-06 15:00:00,0.0,6.0401,5.481943206755557
2002-11-07 00:00:00,3.2244,2.829,5.559751483377778
2002-11-07 09:00:00,1.4735,0.6909,6.3024664368000005
2002-11-07 18:00:00,19.7365,0.1538,10.207024687822225
2002-11-08 03:00:00,6.2147,0.4722,32.372938082488886
2002-11-08 12:00:00,5.0379,1.2696,40.3895433712
2002-11-08 21:00:00,5.4089,0.2365,35.53242373173334
2002-11-09 06:00:00,6.1068,0.3884,50.85828658044445
2002-11-09 15:00:00,6.0629,0.6877,93.18124642008888
2002-11-10 00:00:00,4.6203,0.1902,147.67058360622224
2002-11-10 09:00:00,4.3191,0.2683,260.6575606963556
2002-11-10 18:00:00,2.4776,0.2304,173.0172031025778
2002-11-11 03:00:00,0.6016,0.1279,120.69706501013334
2002-11-11 12:00:00,0.0003,1.4177,94.24226771911113
2002-11-11 21:00:00,0.0,0.8025,68.40050501848889
2002-11-12 06:00:00,3.652,0.851,
2002-11-12 15:00:00,1.0819,0.958,
2002-11-13 00:00:00,0.0214,0.0216,
2002-11-13 09:00:00,0.0,0.3917,
2002-11-13 18:00:00,0.0032,0.4392,
2002-11-14 03:00:00,0.0,0.0013,41.780660139733335
2002-11-14 12:00:00,0.0009,3.9448,36.4519753968
2002-11-14 21:00:00,0.0,0.5746,32.39651633031111
2002-11-15 06:00:00,0.0,0.6348,29.166296084622225
2002-11-15 15:00:00,0.0,3.8803,26.84855397084445
2002-11-16 00:00:00,0.0003,0.2596,25.082543032533334
2002-11-16 09:00:00,2.9558,1.1174,23.448570252622225
2002-11-16 18:00:00,3.848,0.1992,23.783381459911112
2002-11-17 03:00:00,0.2665,0.0159,30.4961092912
2002-11-17 12:00:00,0.0306,2.4187,43.66692011253334
2002-11-17 21:00:00,0.0,0.0367,43.12462041262223
2002-11-18 06:00:00,0.0,0.0026,38.62117449048889
2002-11-18 15:00:00,0.0,2.3695,34.68360666311111
2002-11-19 00:00:00,0.2003,0.2437,31.52412101386667
2002-11-19 09:00:00,0.0,0.5384,29.07198309333333
2002-11-19 18:00:00,0.0,0.8969,26.843838380088886
2002-11-20 03:00:00,0.0,0.7471,25.280600343644448
2002-11-20 12:00:00,0.0004,2.3228,23.82818001315556
2002-11-20 21:00:00,0.0,0.0658,22.95342704835556
2002-11-21 06:00:00,0.0,0.1076,21.86882750151111
2002-11-21 15:00:00,0.0009,2.6703,21.137901672
2002-11-22 00:00:00,0.0004,0.0173,20.19477161208889
2002-11-22 09:00:00,0.0041,0.1226,19.242210370666665
2002-11-22 18:00:00,0.0043,0.2244,18.48770629333333
2002-11-23 03:00:00,0.0186,0.0179,17.844020068977777
2002-11-23 12:00:00,0.004,2.5774,17.172039859022224
2002-11-23 21:00:00,0.012,0.0219,16.650960611555558
2002-11-24 06:00:00,0.1528,0.1967,16.1133765024
2002-11-24 15:00:00,0.0104,2.3518,15.743197923377776
2002-11-25 00:00:00,0.0,0.1938,15.377735082133333
2002-11-25 09:00:00,0.0,1.8667,14.967473540622224
2002-11-25 18:00:00,0.0,2.6333,14.564285385244444
2002-11-26 03:00:00,0.0,2.5191,14.135161186666668
2002-11-26 12:00:00,0.0,3.2811,13.793276593244446
2002-11-26 21:00:00,0.0,2.1447,13.498548495466668
2002-11-27 06:00:00,0.0,2.2845,13.192031273777776
2002-11-27 15:00:00,0.0,3.1847,12.932670400711114
2002-11-28 00:00:00,0.0,1.5491,12.744044418133331
2002-11-28 09:00:00,0.0,1.0704,12.501188553777778
2002-11-28 18:00:00,0.0,0.9275,12.317278161955556
2002-11-29 03:00:00,0.0,0.0016,12.140441303288888
2002-11-29 12:00:00,0.0009,2.9558,11.954173116088889
2002-11-29 21:00:00,0.0,0.0171,11.815061424533331
2002-11-30 06:00:00,0.0004,0.0556,11.661802813688888
2002-11-30 15:00:00,0.0,2.5342,11.525048917511112
2002-12-01 00:00:00,0.0013,0.0033,11.4071576784
2002-12-01 09:00:00,0.0137,0.3895,11.26097245368889
2002-12-01 18:00:00,0.0,0.2696,11.117145171377777
2002-12-02 03:00:00,0.0,0.0318,11.015758646933332
2002-12-02 12:00:00,0.0,3.2862,10.91908786026667
2002-12-02 21:00:00,0.0,0.0779,10.791765292622223
2002-12-03 06:00:00,0.0,0.0707,10.591350186133337
2002-12-03 15:00:00,0.0,2.9075,10.5017527856
2002-12-04 00:00:00,0.2167,0.4063,10.45223849457778
2002-12-04 09:00:00,0.0214,0.6337,10.395650670399998
2002-12-04 18:00:00,0.0132,0.5532,10.51354190951111
2002-12-05 03:00:00,0.0004,0.3559,10.511184114133332
2002-12-05 12:00:00,0.0,1.6916,10.419228918222224
2002-12-05 21:00:00,0.0,0.1171,10.207024687822225
2002-12-06 06:00:00,0.0,0.1761,10.105638163377778
2002-12-06 15:00:00,0.0,2.7054,9.978315595733337
2002-12-07 00:00:00,0.0,0.0115,9.872213480533333
2002-12-07 09:00:00,0.0,0.109,9.7566800368
2002-12-07 18:00:00,0.0,0.6486,9.638788797688887
2002-12-08 03:00:00,0.0,0.2747,9.525613296355557
2002-12-08 12:00:00,0.0,1.8161,9.459594143644445
2002-12-08 21:00:00,0.0006,0.2124,9.403006319466668
2002-12-09 06:00:00,3.2553,0.3242,9.459594143644445
2002-12-09 15:00:00,0.4543,2.4583,9.93351704248889
2002-12-10 00:00:00,8.7169,0.1471,11.47317668408889
2002-12-10 09:00:00,0.1489,0.2333,19.32237644266667
2002-12-10 18:00:00,0.4756,0.0596,30.109425997511103
2002-12-11 03:00:00,0.0367,0.0905,53.71125486097778
2002-12-11 12:00:00,3.5279,0.4383,49.25496558151111
2002-12-11 21:00:00,0.1032,0.311,60.50179111591111
2002-12-12 06:00:00,0.011,1.1872,77.21877073315558
2002-12-12 15:00:00,4.1739,1.7441,63.75558975644445
2002-12-13 00:00:00,7.5158,0.1339,113.97726349866667
2002-12-13 09:00:00,1.4801,0.4381,269.9002348718222
2002-12-13 18:00:00,6.9297,0.4386,167.97145748053336
2002-12-14 03:00:00,12.2971,0.9024,275.8183758103111
2002-12-14 12:00:00,19.037,1.2992,702.1603036544001
2002-12-14 21:00:00,4.9047,0.3614,944.3089376049778
2002-12-15 06:00:00,0.9417,0.3157,669.1507527336888
2002-12-15 15:00:00,10.3791,0.8356,442.0921993006223
2002-12-16 00:00:00,20.0037,0.7293,956.3338454645332
2002-12-16 09:00:00,11.562,0.164,1268.0383187239113
2002-12-16 18:00:00,1.5427,0.0545,684.9481806858666
2002-12-17 03:00:00,6.499,0.1405,455.5318020295112
2002-12-17 12:00:00,1.1401,0.6898,371.1216648284445
2002-12-17 21:00:00,0.5881,0.073,320.6642084609778
2002-12-18 06:00:00,0.2973,0.0883,281.9487209792
2002-12-18 15:00:00,1.0315,1.5969,243.8226896929778
2002-12-19 00:00:00,0.0026,0.9021,213.90188967804443
2002-12-19 09:00:00,9.1203,1.0439,191.7147558309333
2002-12-19 18:00:00,0.0119,1.117,184.2168721413333
2002-12-20 03:00:00,3.7938,1.5011,169.52762198382223
2002-12-20 12:00:00,8.3188,0.6326,210.6480910375111
2002-12-20 21:00:00,2.4574,0.0498,513.5342985822223
2002-12-21 06:00:00,0.9397,0.0051,577.6671403038222
2002-12-21 15:00:00,0.1877,1.3552,422.99381621226667
2002-12-22 00:00:00,0.0036,0.0014,325.14407613528886
2002-12-22 09:00:00,0.0171,0.0351,262.16656870400004
2002-12-22 18:00:00,0.0555,0.407,219.5370916426667
2002-12-23 03:00:00,0.0004,0.0449,189.00325703733333
2002-12-23 12:00:00,0.0,1.9297,166.13235385635556
2002-12-23 21:00:00,0.0,0.2812,148.28361819662223
2002-12-24 06:00:00,5.1524,0.4182,135.6456758936889
2002-12-24 15:00:00,0.0075,1.7813,128.33641818666666
2002-12-25 00:00:00,0.001,0.3458,116.99527966097776
2002-12-25 09:00:00,0.0,0.8675,108.38921817671113
2002-12-25 18:00:00,1.6417,1.7,101.3864776913778
2002-12-26 03:00:00,2.8467,0.7317,96.1992625824
2002-12-26 12:00:00,5.6811,0.6518,104.8524805623111
2002-12-26 21:00:00,2.5872,1.1827,204.37627638168888
2002-12-27 06:00:00,22.8323,0.1233,570.8294477002667
2002-12-27 15:00:00,8.9726,0.1409,1673.8200113795554
2002-12-28 00:00:00,11.0367,0.1407,1200.8403043443554
2002-12-28 09:00:00,6.5681,0.1494,999.0104790215112
2002-12-28 18:00:00,4.1758,0.0747,853.2968901315555
2002-12-29 03:00:00,1.5769,0.0126,640.6210694872889
2002-12-29 12:00:00,0.3538,1.2122,493.0212206245334
2002-12-29 21:00:00,1.3052,1.0486,402.0091731511112
2002-12-30 06:00:00,8.1337,1.2518,377.0162275191111
2002-12-30 15:00:00,7.0356,1.9362,916.0150368368
2002-12-31 00:00:00,13.7587,0.3694,
2002-12-31 09:00:00,0.9797,0.1064,
2002-12-31 18:00:00,0.0297,0.3767,723.6165116719999
2003-01-01 03:00:00,0.0111,0.4061,540.8850694375111
2003-01-01 12:00:00,1.7362,1.211,438.5554616862223
2003-01-01 21:00:00,0.0,0.9502,367.34914473582216
2003-01-02 06:00:00,0.9538,1.494,317.36325347182225
2003-01-02 15:00:00,0.2264,2.4552,286.6879493795556
2003-01-03 00:00:00,3.3593,0.2865,284.3065460554667
2003-01-03 09:00:00,0.1893,0.2131,335.7542889784889
2003-01-03 18:00:00,0.5365,0.4787,293.07765527448885
2003-01-04 03:00:00,1.0239,0.7556,271.3856647786667
2003-01-04 12:00:00,2.896,0.348,307.6961706885333
2003-01-04 21:00:00,0.0904,0.0018,419.69286107608895
2003-01-05 06:00:00,0.001,0.0508,344.2424590766222
2003-01-05 15:00:00,0.0,2.0813,294.25656781262217
2003-01-06 00:00:00,0.0,1.4221,260.5632477050667
2003-01-06 09:00:00,0.0,2.275,236.9614188416
2003-01-06 18:00:00,0.0,1.4702,217.06137532728889
2003-01-07 03:00:00,0.0,0.7876,200.6037562890667
2003-01-07 12:00:00,0.0,2.1285,186.00881912284444
2003-01-07 21:00:00,0.0,1.744,172.73426412871115
2003-01-08 06:00:00,0.0009,1.0064,162.6191946368
2003-01-08 15:00:00,0.0,3.1333,153.56514629688888
2003-01-09 00:00:00,0.0,0.5448,145.24202378648891
2003-01-09 09:00:00,0.0,0.0294,137.67340535342225
2003-01-09 18:00:00,0.0308,0.5474,131.00076048462222
2003-01-10 03:00:00,0.0438,0.649,125.08261954613334
2003-01-10 12:00:00,2.1911,0.5372,121.7345079143111
2003-01-10 21:00:00,1.8525,0.3829,119.98971742844444
2003-01-11 06:00:00,0.0011,0.2725,117.30179688266666
2003-01-11 15:00:00,1.2266,1.2446,114.77892407164444
2003-01-12 00:00:00,3.3764,0.707,121.97029053955556
2003-01-12 09:00:00,3.9879,0.3138,152.0089817936
2003-01-12 18:00:00,3.2641,0.4534,191.5497080961778
2003-01-13 03:00:00,0.2036,0.1264,256.2955842611556
2003-01-13 12:00:00,2.402,0.2068,255.84759755253336
2003-01-13 21:00:00,4.1039,0.045,461.4263647201778
2003-01-14 06:00:00,0.2587,0.0228,432.6608989955556
2003-01-14 15:00:00,0.1519,2.6316,343.77089412017784
2003-01-15 00:00:00,0.0001,0.0175,287.9375966611556
2003-01-15 09:00:00,0.0,0.5029,248.6326528368
2003-01-15 18:00:00,0.0,0.8247,221.30546037635557
2003-01-16 03:00:00,0.0,0.6097,198.57602682933336
2003-01-16 12:00:00,0.0004,2.2757,181.17527787822223
2003-01-16 21:00:00,0.0,1.6707,167.0754839162667
2003-01-17 06:00:00,0.0009,1.0778,156.48884946791114
2003-01-17 15:00:00,0.0,3.0215,148.07141396622222
2003-01-18 00:00:00,0.0,0.5556,140.57353027662222
2003-01-18 09:00:00,0.0,0.5832,134.91475006417778
2003-01-18 18:00:00,0.0,0.8901,128.38357468231112
2003-01-19 03:00:00,0.0005,0.1442,122.22965126559998
2003-01-19 12:00:00,0.0,3.1529,117.7733618391111
2003-01-19 21:00:00,0.0,0.2615,112.42109899537778
2003-01-20 06:00:00,0.0,0.1397,107.18672739075558
2003-01-20 15:00:00,0.002,2.7328,102.9897986903111
2003-01-21 00:00:00,0.6642,0.4773,99.83031318808892
2003-01-21 09:00:00,0.6421,0.477,106.26717557866668
2003-01-21 18:00:00,0.0304,1.8,110.95924748337778
2003-01-22 03:00:00,0.0369,0.539,104.49880684497776
2003-01-22 12:00:00,3.6064,1.1828,103.53209853724444
2003-01-22 21:00:00,1.5188,0.2182,178.8646092976
2003-01-23 06:00:00,0.0418,0.1436,228.47324859644445
2003-01-23 15:00:00,0.004,2.8636,202.06560780106668
2003-01-24 00:00:00,0.8606,0.5546,176.74256669955557
2003-01-24 09:00:00,0.1315,0.367,160.42641729528887
2003-01-24 18:00:00,4.0885,0.2082,194.3790981288889
2003-01-25 03:00:00,0.652,0.1205,367.34914473582216
2003-01-25 12:00:00,0.6786,0.3066,328.9165962279111
2003-01-25 21:00:00,0.0016,0.1017,279.5437394072889
2003-01-26 06:00:00,0.6495,0.0308,247.26511431608887
2003-01-26 15:00:00,3.27,0.2544,225.24302820373336
2003-01-27 00:00:00,2.6284,0.0357,353.4379769034666
2003-01-27 09:00:00,0.2129,0.1236,643.45045952
2003-01-27 18:00:00,0.0,0.9493,516.8352537183999
2003-01-28 03:00:00,0.0008,0.0069,393.9925680094223
2003-01-28 12:00:00,0.0,3.247,323.2578160154667
2003-01-28 21:00:00,0.0,0.2905,275.3703891016889
2003-01-29 06:00:00,0.0,0.3817,242.21936869404448
2003-01-29 15:00:00,0.0634,2.2949,215.6938366595556
2003-01-30 00:00:00,6.6461,0.2557,199.73136111964445
2003-01-30 09:00:00,0.878,0.1124,307.27176222773335
2003-01-30 18:00:00,0.6928,0.0835,372.7721424700444
2003-01-31 03:00:00,0.2746,0.0116,366.6417973011556
2003-01-31 12:00:00,0.4654,0.6032,334.3395938151112
2003-01-31 21:00:00,0.9123,0.089,296.8501753671111
2003-02-01 06:00:00,0.4342,0.1028,313.5907333792
2003-02-01 15:00:00,0.7028,1.5932,301.80160799786665
2003-02-02 00:00:00,0.0064,0.1525,270.7490519404445
2003-02-02 09:00:00,0.0007,0.4675,242.73809014613332
2003-02-02 18:00:00,0.0,1.9925,220.64526929031112
2003-02-03 03:00:00,0.0,0.2571,201.4525733576889
2003-02-03 12:00:00,0.0,3.5853,185.325049936
2003-02-03 21:00:00,0.0,1.2606,171.93260355573335
2003-02-04 06:00:00,0.0,0.5207,160.26136956053335
2003-02-04 15:00:00,0.0,5.8319,150.2170348120889
2003-02-05 00:00:00,0.0,1.0308,142.3418990103111
2003-02-05 09:00:00,0.0,1.2051,133.73583752604446
2003-02-05 18:00:00,0.0,1.897,127.72338359626669
2003-02-06 03:00:00,0.0,0.8897,121.49872543608888
2003-02-06 12:00:00,0.0004,5.0187,115.7927888750222
2003-02-06 21:00:00,0.0,2.1097,110.5819953712
2003-02-07 06:00:00,0.0,1.1173,105.91350186133332
2003-02-07 15:00:00,0.0,4.7545,101.95235563911112
2003-02-08 00:00:00,0.0,0.3055,98.03836605955556
2003-02-08 09:00:00,0.0,0.2778,94.76098931822222
2003-02-08 18:00:00,0.0,1.5423,91.17709520817778
2003-02-09 03:00:00,0.0004,0.0521,88.11192255022223
2003-02-09 12:00:00,0.0,5.1906,84.90528055235553
2003-02-09 21:00:00,0.0,0.5229,82.2409382544
2003-02-10 06:00:00,0.0,0.0304,79.57659580942222
2003-02-10 15:00:00,0.0,4.361,77.54886634968888
2003-02-11 00:00:00,0.0004,0.4185,75.379667256
2003-02-11 09:00:00,0.0,0.5596,73.82350275271112
2003-02-11 18:00:00,0.0,1.6285,71.96082088071111
2003-02-12 03:00:00,0.0,0.1768,69.76804353920001
2003-02-12 12:00:00,0.0,4.1746,67.96826850648888
2003-02-12 21:00:00,0.4078,0.4928,66.46708855004444
2003-02-13 06:00:00,1.0747,0.0876,65.2881760119111
2003-02-13 15:00:00,0.6585,0.1981,65.3824890032
2003-02-14 00:00:00,0.0606,0.0095,65.05239353368889
2003-02-14 09:00:00,0.0175,0.3328,62.12869036266667
2003-02-14 18:00:00,0.0713,0.561,60.28958688551111
2003-02-15 03:00:00,0.8624,0.4212,59.03993960391112
2003-02-15 12:00:00,3.3788,0.6612,64.9580805424
2003-02-15 21:00:00,11.5463,0.1744,123.55003329066668
2003-02-16 06:00:00,2.3319,0.2094,284.0236070816
2003-02-16 15:00:00,3.8019,0.9755,274.9931369895112
2003-02-17 00:00:00,1.7909,0.1527,293.5492202309334
2003-02-17 09:00:00,0.4095,0.4398,283.4577289868445
2003-02-17 18:00:00,0.7243,0.4834,252.8060031424
2003-02-18 03:00:00,2.2441,0.035,239.31924391786663
2003-02-18 12:00:00,0.524,1.1872,278.31767037351113
2003-02-18 21:00:00,0.3853,0.0939,262.9446510291556
2003-02-19 06:00:00,5.3923,0.1988,257.59238803840003
2003-02-19 15:00:00,1.3334,0.7672,325.3798586135111
2003-02-20 00:00:00,0.0141,0.0219,307.4603882103111
2003-02-20 09:00:00,0.0023,0.3075,269.07499619804446
2003-02-20 18:00:00,0.0709,0.7464,236.41911899466663
2003-02-21 03:00:00,0.1165,0.0768,211.11965614097775
2003-02-21 12:00:00,0.0408,1.9826,192.23347728302224
2003-02-21 21:00:00,0.3012,0.0534,177.68569675946665
2003-02-22 06:00:00,0.0003,0.0677,169.85771745333332
2003-02-22 15:00:00,0.0,5.4605,161.84111231164445
2003-02-23 00:00:00,0.0,0.5979,153.09358134044447
2003-02-23 09:00:00,0.0,0.8766,145.45422816391113
2003-02-23 18:00:00,0.0,1.9419,136.91890142311112
2003-02-24 03:00:00,0.0,0.3261,130.48203903253335
2003-02-24 12:00:00,0.0126,5.7591,124.42242860711112
2003-02-24 21:00:00,0.0,0.1917,118.45713117297778
2003-02-25 06:00:00,0.0004,0.1661,114.59029808906666
2003-02-25 15:00:00,0.0,6.1637,109.68602195395556
2003-02-26 00:00:00,0.0008,0.2384,105.55982799697776
2003-02-26 09:00:00,0.0244,0.7435,101.48079068266668
2003-02-26 18:00:00,0.5624,0.237,97.99120956391111
2003-02-27 03:00:00,0.0001,0.0019,94.59594158346668
2003-02-27 12:00:00,0.0089,3.6511,91.4364559342222
2003-02-27 21:00:00,0.0,0.5128,87.82898357635555
2003-02-28 06:00:00,0.0,0.0077,84.90528055235553
2003-02-28 15:00:00,0.001,2.7906,82.47672073262223
2003-03-01 00:00:00,0.1509,0.024,80.14247390417778
2003-03-01 09:00:00,0.0938,0.2285,78.23263553653334
2003-03-01 18:00:00,0.0,1.6371,75.66260622986667
2003-03-02 03:00:00,0.0,0.0065,73.94139399182222
2003-03-02 12:00:00,0.0005,3.7646,72.17302511111112
2003-03-02 21:00:00,0.1079,0.2955,70.61686060782222
2003-03-03 06:00:00,0.148,0.0229,70.68759535128889
2003-03-03 15:00:00,0.2114,5.0414,69.36721332622221
2003-03-04 00:00:00,0.0,0.2839,67.1508577368889
2003-03-04 09:00:00,0.0,1.4882,65.78331921617779
2003-03-04 18:00:00,0.0002,2.0176,64.36862419982224
2003-03-05 03:00:00,0.001,0.0511,62.62383371395556
2003-03-05 12:00:00,0.0,3.9111,61.2091386976
2003-03-05 21:00:00,0.028,0.0801,60.12453915075557
2003-03-06 06:00:00,0.7439,0.079,58.56837450044444
2003-03-06 15:00:00,1.3252,0.6849,57.861027065777776
2003-03-07 00:00:00,0.4318,0.0562,57.43661845795556
2003-03-07 09:00:00,1.8587,0.3325,58.3090137744
2003-03-07 18:00:00,0.6119,0.2098,60.90262132888889
2003-03-08 03:00:00,0.0445,0.01,67.22159248035557
2003-03-08 12:00:00,0.0003,3.2819,69.08427435235556
2003-03-08 21:00:00,0.0947,0.1044,65.61827148142223
2003-03-09 06:00:00,8.1424,0.4101,65.806897464
2003-03-09 15:00:00,3.8166,0.7247,115.53342800195556
2003-03-10 00:00:00,1.989,0.1171,223.1681422483556
2003-03-10 09:00:00,0.4404,0.2097,206.7576797057778
2003-03-10 18:00:00,0.1334,0.4428,174.85630657973334
